High Test Girls,3.99
Sherlock Holmes: Dressed to Kill,30.53
"Adventures of Pinocchio, The",22.52
Macheads,51.94
Goodbye First Love,93.02
Born Free,29.57
Man for a Day,80.06
Suing the Devil,31.75
6 Souls (Shelter),62.38
8 1/2 (8½),0.62
A Merry Friggin' Christmas,37.20
Catlow,80.85
"Fairly Odd Christmas, A",66.27
Killer Movie,50.33
Midnight Lace,47.07
Scoop,99.63
Three Stars,93.77
I Married a Witch,34.05
Whatever Happened to Harold Smith?,96.26
Fever,50.79
Undercover Brother,19.80
Asterix and the Gauls (Astérix le Gaulois),40.54
"Monster, The",25.82
Shadow of the Thin Man,5.44
"All Together, The",48.84
"Killer Meteors, The (Feng yu shuang liu xing)",78.80
Manolito Four Eyes,73.71
Cloud 9,26.60
Betty,15.03
Supernova,52.24
"Crew, The",62.74
Justice League: Throne of Atlantis,74.17
"Bullet for the General, A (Quién Sabe?)",55.63
Election Day,57.37
"Magic of Belle Isle, The",78.08
The Count of Monte Cristo,83.96
"Perils of Pauline, The",54.14
Lesson of the Evil (Aku no kyôten),22.18
Finding a Family,25.86
Spinning Plates,61.62
Superbad,71.82
Marjoe,95.95
My Beautiful Laundrette,24.83
Mutants,55.65
Brother of Sleep (Schlafes Bruder),2.79
The Death and Life of Bobby Z,17.48
Lackawanna Blues,93.58
Men Cry Bullets,30.63
Kissed by Winter (Vinterkyss),60.53
Lebanon,69.07
Lord Love a Duck,73.52
Viridiana,84.55
Ready to Wear (Pret-A-Porter),73.72
"Class, The (Klass)",90.37
Winter War (Talvisota),74.01
PCU,40.66
TPB AFK: The Pirate Bay Away from Keyboard,78.68
Joni's Promise,50.56
"Big Boss, The (Fists of Fury) (Tang shan da xiong)",60.41
$ (Dollars),45.38
Solaris (Solyaris),50.33
Kiss of the Damned,41.06
Mighty Uke,56.83
Fearless,14.62
War of the Arrows (Choi-jong-byeong-gi Hwal),67.64
"Necessary Death, A",59.49
Aningaaq,93.75
My Lucky Stars (Fuk sing go jiu),66.74
Bran Nue Dae,18.11
a/k/a Tommy Chong,73.68
The Shadow of the Eagle,0.01
Ferngully: The Last Rainforest,25.25
Proof of Life,52.27
Twice in a Lifetime,79.49
30 Days of Night,94.52
The Beautiful Story,3.74
Tea For Two,98.06
Tender Is the Night,49.13
"Thieves, The (Dodookdeul)",45.12
"Awful Truth, The",59.12
Hercules,55.36
The Empty Hours,87.48
Game of Death II (a.k.a. Tower of Death) (Si wang ta),82.69
Out of Africa,85.52
"Black Swan, The",10.97
Chasing Christmas,42.92
Buffalo '66 (a.k.a. Buffalo 66),83.54
Big Brown Eyes,56.96
Vamp,52.58
Oh! What a Lovely War,54.77
Half a Loaf of Kung Fu (Dian zhi gong fu gan chian chan),53.62
"Dawn Patrol, The",61.08
Pig Hunt ,11.47
Summer and Smoke,79.70
Whatever Works,83.14
Pride and Prejudice,11.20
Gregory Crewdson: Brief Encounters,72.32
